IDS_PROPITEM_TXT_000000	標準
IDS_PROPITEM_TXT_000595	
IDS_PROPITEM_TXT_000596	フィダローン・ナックル
IDS_PROPITEM_TXT_000597	
IDS_PROPITEM_TXT_000598	メチルバー・ナックル
IDS_PROPITEM_TXT_000599	
IDS_PROPITEM_TXT_000600	ナイトティール・ナックル
IDS_PROPITEM_TXT_000601	
IDS_PROPITEM_TXT_000602	ブレイマー・ナックル
IDS_PROPITEM_TXT_000603	
IDS_PROPITEM_TXT_000604	ロードブル・ナックル
IDS_PROPITEM_TXT_000605	
IDS_PROPITEM_TXT_000606	アイアン・ヨーヨー
IDS_PROPITEM_TXT_000607	
IDS_PROPITEM_TXT_000608	アイトーン・ヨーヨー
IDS_PROPITEM_TXT_000609	
IDS_PROPITEM_TXT_000610	スリーパー・ヨーヨー
IDS_PROPITEM_TXT_000611	
IDS_PROPITEM_TXT_000612	スルレピント・ヨーヨー
IDS_PROPITEM_TXT_000613	
IDS_PROPITEM_TXT_000614	クリーパー・ヨーヨー
IDS_PROPITEM_TXT_000615	
IDS_PROPITEM_TXT_000616	クライアント・ヨーヨー
IDS_PROPITEM_TXT_000617	
IDS_PROPITEM_TXT_000618	トライフィンガー・ヨーヨー
IDS_PROPITEM_TXT_000619	
IDS_PROPITEM_TXT_000620	テンス・ヨーヨー
IDS_PROPITEM_TXT_000621	
IDS_PROPITEM_TXT_000622	インペリアル・ヨーヨー
IDS_PROPITEM_TXT_000623	
IDS_PROPITEM_TXT_000624	エンポロ・ヨーヨー
IDS_PROPITEM_TXT_000625	
IDS_PROPITEM_TXT_000626	デスフラワー・ヨーヨー
IDS_PROPITEM_TXT_000627	
IDS_PROPITEM_TXT_000628	デセナ・ヨーヨー
IDS_PROPITEM_TXT_000629	
IDS_PROPITEM_TXT_000630	ハイパーミラージュ・ヨーヨー
IDS_PROPITEM_TXT_000631	
IDS_PROPITEM_TXT_000632	ミラズル・ヨーヨー
IDS_PROPITEM_TXT_000633	
IDS_PROPITEM_TXT_000634	ライダーTHP・ヨーヨー
IDS_PROPITEM_TXT_000635	
IDS_PROPITEM_TXT_000636	ライドナー・ヨーヨー
IDS_PROPITEM_TXT_000637	
IDS_PROPITEM_TXT_000638	フリーハンド・ヨーヨー
IDS_PROPITEM_TXT_000639	
IDS_PROPITEM_TXT_000640	ファイアリ・ヨーヨー
IDS_PROPITEM_TXT_000641	
IDS_PROPITEM_TXT_000642	ハイパーインパルス・ヨーヨー
IDS_PROPITEM_TXT_000643	
IDS_PROPITEM_TXT_000644	イモート・ヨーヨー
IDS_PROPITEM_TXT_000645	
IDS_PROPITEM_TXT_000646	ステルスブレイン・ヨーヨー
IDS_PROPITEM_TXT_000647	
IDS_PROPITEM_TXT_000648	ステンシル・ヨーヨー
IDS_PROPITEM_TXT_000649	
IDS_PROPITEM_TXT_000650	レッド･アイ
IDS_PROPITEM_TXT_000651	
IDS_PROPITEM_TXT_000652	レポイット・ヨーヨー
IDS_PROPITEM_TXT_000653	
IDS_PROPITEM_TXT_000654	ゴールドバック・ヨーヨー
IDS_PROPITEM_TXT_000655	
IDS_PROPITEM_TXT_000656	ゼルロンド・ヨーヨー
IDS_PROPITEM_TXT_000657	
IDS_PROPITEM_TXT_000658	ウィングフォース・ヨーヨー
IDS_PROPITEM_TXT_000659	
IDS_PROPITEM_TXT_000660	ウィングフル・ヨーヨー
IDS_PROPITEM_TXT_000661	
IDS_PROPITEM_TXT_000662	アクアブレス・ヨーヨー
IDS_PROPITEM_TXT_000663	
IDS_PROPITEM_TXT_000664	アナクン・ヨーヨー
IDS_PROPITEM_TXT_000665	
IDS_PROPITEM_TXT_000666	サークルシーカー・ヨーヨー
IDS_PROPITEM_TXT_000667	
IDS_PROPITEM_TXT_000668	サークーン・ヨーヨー
IDS_PROPITEM_TXT_000669	
IDS_PROPITEM_TXT_000670	ミラージュハンド・ヨーヨー
IDS_PROPITEM_TXT_000671	
IDS_PROPITEM_TXT_000672	ミスヘンド・ヨーヨー
IDS_PROPITEM_TXT_000673	
IDS_PROPITEM_TXT_000674	シャープスリング・ヨーヨー
IDS_PROPITEM_TXT_000675	
IDS_PROPITEM_TXT_000676	スラインフェス・ヨーヨー
IDS_PROPITEM_TXT_000677	
IDS_PROPITEM_TXT_000678	アラネット・ヨーヨー
IDS_PROPITEM_TXT_000679	
IDS_PROPITEM_TXT_000680	アカードネ・ヨーヨー
IDS_PROPITEM_TXT_000681	
IDS_PROPITEM_TXT_000682	クライペウス・ヨーヨー
IDS_PROPITEM_TXT_000683	
IDS_PROPITEM_TXT_000684	クライントップ・ヨーヨー
IDS_PROPITEM_TXT_000685	
IDS_PROPITEM_TXT_000686	イクルリプス・ヨーヨー
IDS_PROPITEM_TXT_000687	
IDS_PROPITEM_TXT_000688	エナフーン・ヨーヨー
IDS_PROPITEM_TXT_000689	
IDS_PROPITEM_TXT_000690	コルセカ・ヨーヨー
IDS_PROPITEM_TXT_000691	
IDS_PROPITEM_TXT_000692	コオナー・ヨーヨー
IDS_PROPITEM_TXT_000693	
IDS_PROPITEM_TXT_000694	ウッド・ボウ
IDS_PROPITEM_TXT_000695	
IDS_PROPITEM_TXT_000696	ウッドネス・ボウ
IDS_PROPITEM_TXT_000697	
IDS_PROPITEM_TXT_000698	グリーン･ボウ
IDS_PROPITEM_TXT_000699	
IDS_PROPITEM_TXT_000700	グリンティン・ボウ
IDS_PROPITEM_TXT_000701	
IDS_PROPITEM_TXT_000702	スティンガー・ボウ
IDS_PROPITEM_TXT_000703	
IDS_PROPITEM_TXT_000704	スティエング・ボウ
IDS_PROPITEM_TXT_000705	
IDS_PROPITEM_TXT_000706	クラシック・ボウ
IDS_PROPITEM_TXT_000707	
IDS_PROPITEM_TXT_000708	クレーサミット・ボウ
IDS_PROPITEM_TXT_000709	
IDS_PROPITEM_TXT_000710	レッドウィング・ボウ
IDS_PROPITEM_TXT_000711	
IDS_PROPITEM_TXT_000712	レッディアーノ・ボウ
IDS_PROPITEM_TXT_000713	
IDS_PROPITEM_TXT_000714	クリスタル・ボウ
IDS_PROPITEM_TXT_000715	
IDS_PROPITEM_TXT_000716	クリスティーア・ボウ
IDS_PROPITEM_TXT_000717	
IDS_PROPITEM_TXT_000718	アイアン･ボウ
IDS_PROPITEM_TXT_000719	
IDS_PROPITEM_TXT_000720	イールン・ボウ
IDS_PROPITEM_TXT_000721	
IDS_PROPITEM_TXT_000722	レイヤード･ボウ
IDS_PROPITEM_TXT_000723	
IDS_PROPITEM_TXT_000724	リフォメティ・ボウ
IDS_PROPITEM_TXT_000725	
IDS_PROPITEM_TXT_000726	クルセイダー・ボウ
IDS_PROPITEM_TXT_000727	
IDS_PROPITEM_TXT_000728	クルーソー・ボウ
IDS_PROPITEM_TXT_000729	
IDS_PROPITEM_TXT_000730	シーズ・ボウ
IDS_PROPITEM_TXT_000731	
IDS_PROPITEM_TXT_000732	シザーズ・ボウ
IDS_PROPITEM_TXT_000733	
IDS_PROPITEM_TXT_000734	フルメタル・ボウ
IDS_PROPITEM_TXT_000735	
IDS_PROPITEM_TXT_000736	フルアーク・ボウ
IDS_PROPITEM_TXT_000737	
IDS_PROPITEM_TXT_000738	センチネル・ボウ
IDS_PROPITEM_TXT_000739	
IDS_PROPITEM_TXT_000740	セティーン・ボウ
IDS_PROPITEM_TXT_000741	
IDS_PROPITEM_TXT_000742	ベリンゼック・ボウ
IDS_PROPITEM_TXT_000743	
IDS_PROPITEM_TXT_000744	ヴァリフェ・ボウ
IDS_PROPITEM_TXT_000745	
IDS_PROPITEM_TXT_000746	ダークネス・ボウ
IDS_PROPITEM_TXT_000747	
IDS_PROPITEM_TXT_000748	デフラン・ボウ
IDS_PROPITEM_TXT_000749	
IDS_PROPITEM_TXT_000750	ヒュドラ・ボウ
IDS_PROPITEM_TXT_000751	
IDS_PROPITEM_TXT_000752	ハイドロン・ボウ
IDS_PROPITEM_TXT_000753	
IDS_PROPITEM_TXT_000754	セイント・ボウ
IDS_PROPITEM_TXT_000755	
IDS_PROPITEM_TXT_000756	シーナティン・ボウ
IDS_PROPITEM_TXT_000757	
IDS_PROPITEM_TXT_000758	サイクロン・ボウ
IDS_PROPITEM_TXT_000759	
IDS_PROPITEM_TXT_000760	サイロン・ボウ
IDS_PROPITEM_TXT_000761	
IDS_PROPITEM_TXT_000762	セイスピア・ボウ
IDS_PROPITEM_TXT_000763	
IDS_PROPITEM_TXT_000764	サイオニック・ボウ
IDS_PROPITEM_TXT_000765	
IDS_PROPITEM_TXT_000766	レゴネイル・ボウ
IDS_PROPITEM_TXT_000767	
IDS_PROPITEM_TXT_000768	レジェン・ボウ
IDS_PROPITEM_TXT_000769	
IDS_PROPITEM_TXT_000770	バイオニクス・ボウ
IDS_PROPITEM_TXT_000771	
IDS_PROPITEM_TXT_000772	バイオント・ボウ
IDS_PROPITEM_TXT_000773	
IDS_PROPITEM_TXT_000774	バリキエル・ボウ
IDS_PROPITEM_TXT_000775	
IDS_PROPITEM_TXT_000776	ブロウトン・ボウ
IDS_PROPITEM_TXT_000777	
IDS_PROPITEM_TXT_000778	セインティバイン・ボウ
IDS_PROPITEM_TXT_000779	
IDS_PROPITEM_TXT_000780	セボイ・ボウ
IDS_PROPITEM_TXT_000781	
IDS_PROPITEM_TXT_000782	パイク・ヘルメット(M)
IDS_PROPITEM_TXT_000783	
IDS_PROPITEM_TXT_000784	パイク・ヘルメット(F)
IDS_PROPITEM_TXT_000785	
IDS_PROPITEM_TXT_000786	ライナー・ヘルメット(M)
IDS_PROPITEM_TXT_000787	
IDS_PROPITEM_TXT_000788	ライナー・ヘルメット(F)
IDS_PROPITEM_TXT_000789	
IDS_PROPITEM_TXT_000790	コットン・スーツ(M)
IDS_PROPITEM_TXT_000791	
IDS_PROPITEM_TXT_000792	パイク・スーツ(M)
IDS_PROPITEM_TXT_000793	
IDS_PROPITEM_TXT_000794	ライナー・スーツ(M)
IDS_PROPITEM_TXT_000795	
IDS_PROPITEM_TXT_000796	コットン・スーツ(F)
IDS_PROPITEM_TXT_000797	
IDS_PROPITEM_TXT_000798	パイク・スーツ(F)
IDS_PROPITEM_TXT_000799	
IDS_PROPITEM_TXT_000800	ライナー・スーツ(F)
IDS_PROPITEM_TXT_000801	
IDS_PROPITEM_TXT_000802	コットン・ガントレット(M)
IDS_PROPITEM_TXT_000803	
IDS_PROPITEM_TXT_000804	パイク・ガントレット(M)
IDS_PROPITEM_TXT_000805	
IDS_PROPITEM_TXT_000806	ライナー・ガントレット(M)
IDS_PROPITEM_TXT_000807	
IDS_PROPITEM_TXT_000808	コットン・ガントレット(F)
IDS_PROPITEM_TXT_000809	
IDS_PROPITEM_TXT_000810	パイク・ガントレット(F)
IDS_PROPITEM_TXT_000811	
IDS_PROPITEM_TXT_000812	ライナー・ガントレット(F)
IDS_PROPITEM_TXT_000813	
IDS_PROPITEM_TXT_000814	コットン・ブーツ(M)
IDS_PROPITEM_TXT_000815	
IDS_PROPITEM_TXT_000816	パイク・ブーツ(M)
IDS_PROPITEM_TXT_000817	
IDS_PROPITEM_TXT_000818	ライナー・ブーツ(M)
IDS_PROPITEM_TXT_000819	
IDS_PROPITEM_TXT_000820	コットン・ブーツ(F)
IDS_PROPITEM_TXT_000821	
IDS_PROPITEM_TXT_000822	パイク・ブーツ(F)
IDS_PROPITEM_TXT_000823	
IDS_PROPITEM_TXT_000824	ライナー・ブーツ(F)
IDS_PROPITEM_TXT_000825	
IDS_PROPITEM_TXT_000826	ファミル・ヘルメット(F)
IDS_PROPITEM_TXT_000827	
IDS_PROPITEM_TXT_000828	ファミル・スーツ(F)
IDS_PROPITEM_TXT_000829	
IDS_PROPITEM_TXT_000830	ファミル・ガントレット(F)
IDS_PROPITEM_TXT_000831	
IDS_PROPITEM_TXT_000832	ファミル・ブーツ(F)
IDS_PROPITEM_TXT_000833	
IDS_PROPITEM_TXT_000834	ファミル・ヘルメット(M)
IDS_PROPITEM_TXT_000835	
IDS_PROPITEM_TXT_000836	ファミル・スーツ(M)
IDS_PROPITEM_TXT_000837	
IDS_PROPITEM_TXT_000838	ファミル・ガントレット(M)
IDS_PROPITEM_TXT_000839	
IDS_PROPITEM_TXT_000840	ファミル・ブーツ(M)
IDS_PROPITEM_TXT_000841	
IDS_PROPITEM_TXT_000842	フェイタル・ヘルメット(F)
IDS_PROPITEM_TXT_000843	
IDS_PROPITEM_TXT_000844	フェイタル・スーツ(F)
IDS_PROPITEM_TXT_000845	
IDS_PROPITEM_TXT_000846	フェイタル・ガントレット(F)
IDS_PROPITEM_TXT_000847	
IDS_PROPITEM_TXT_000848	フェイタル・ブーツ(F)
IDS_PROPITEM_TXT_000849	
IDS_PROPITEM_TXT_000850	フェイタル・ヘルメット(M)
IDS_PROPITEM_TXT_000851	
IDS_PROPITEM_TXT_000852	フェイタル・スーツ(M)
IDS_PROPITEM_TXT_000853	
IDS_PROPITEM_TXT_000854	フェイタル・ガントレット(M)
IDS_PROPITEM_TXT_000855	
IDS_PROPITEM_TXT_000856	フェイタル・ブーツ(M)
IDS_PROPITEM_TXT_000857	
IDS_PROPITEM_TXT_000858	スレイピン・ヘルメット(F)
IDS_PROPITEM_TXT_000859	
IDS_PROPITEM_TXT_000860	スレイピン・スーツ(F)
IDS_PROPITEM_TXT_000861	
IDS_PROPITEM_TXT_000862	スレイピン・ガントレット(F)
IDS_PROPITEM_TXT_000863	
IDS_PROPITEM_TXT_000864	スレイピン・ブーツ(F)
IDS_PROPITEM_TXT_000865	
IDS_PROPITEM_TXT_000866	スレイピン・ヘルメット(M)
IDS_PROPITEM_TXT_000867	
IDS_PROPITEM_TXT_000868	スレイピン・スーツ(M)
IDS_PROPITEM_TXT_000869	
IDS_PROPITEM_TXT_000870	スレイピン・ガントレット(M)
IDS_PROPITEM_TXT_000871	
IDS_PROPITEM_TXT_000872	スレイピン・ブーツ(M)
IDS_PROPITEM_TXT_000873	
IDS_PROPITEM_TXT_000874	サディン・ヘルメット(F)
IDS_PROPITEM_TXT_000875	
IDS_PROPITEM_TXT_000876	サディン・スーツ(F)
IDS_PROPITEM_TXT_000877	
IDS_PROPITEM_TXT_000878	サディン・ガントレット(F)
IDS_PROPITEM_TXT_000879	
IDS_PROPITEM_TXT_000880	サディン・ブーツ(F)
IDS_PROPITEM_TXT_000881	
IDS_PROPITEM_TXT_000882	サディン・ヘルメット(M)
IDS_PROPITEM_TXT_000883	
IDS_PROPITEM_TXT_000884	サディン・スーツ(M)
IDS_PROPITEM_TXT_000885	
IDS_PROPITEM_TXT_000886	サディン・ガントレット(M)
IDS_PROPITEM_TXT_000887	
IDS_PROPITEM_TXT_000888	サディン・ブーツ(M)
IDS_PROPITEM_TXT_000889	
IDS_PROPITEM_TXT_000890	シアー・ヘルメット(F)
IDS_PROPITEM_TXT_000891	
IDS_PROPITEM_TXT_000892	シアー・スーツ(F)
IDS_PROPITEM_TXT_000893	
IDS_PROPITEM_TXT_000894	シアー・ガントレット(F)
IDS_PROPITEM_TXT_000895	
IDS_PROPITEM_TXT_000896	シアー・ブーツ(F)
IDS_PROPITEM_TXT_000897	
IDS_PROPITEM_TXT_000898	シアー・ヘルメット(M)
IDS_PROPITEM_TXT_000899	
IDS_PROPITEM_TXT_000900	シアー・スーツ(M)
IDS_PROPITEM_TXT_000901	
IDS_PROPITEM_TXT_000902	シアー・ガントレット(M)
IDS_PROPITEM_TXT_000903	
IDS_PROPITEM_TXT_000904	シアー・ブーツ(M)
IDS_PROPITEM_TXT_000905	
IDS_PROPITEM_TXT_000906	カミット・ヘルメット(F)
IDS_PROPITEM_TXT_000907	
IDS_PROPITEM_TXT_000908	カミット・スーツ(F)
IDS_PROPITEM_TXT_000909	
IDS_PROPITEM_TXT_000910	カミット・ガントレット(F)
IDS_PROPITEM_TXT_000911	
IDS_PROPITEM_TXT_000912	カミット・ブーツ(F)
IDS_PROPITEM_TXT_000913	
IDS_PROPITEM_TXT_000914	カミット・ヘルメット(M)
IDS_PROPITEM_TXT_000915	
IDS_PROPITEM_TXT_000916	カミット・スーツ(M)
IDS_PROPITEM_TXT_000917	
IDS_PROPITEM_TXT_000918	カミット・ガントレット(M)
IDS_PROPITEM_TXT_000919	
IDS_PROPITEM_TXT_000920	カミット・ブーツ(M)
IDS_PROPITEM_TXT_000921	
IDS_PROPITEM_TXT_000922	レイアード・ヘルメット(F)
IDS_PROPITEM_TXT_000923	
IDS_PROPITEM_TXT_000924	レイアード・スーツ(F)
IDS_PROPITEM_TXT_000925	
IDS_PROPITEM_TXT_000926	レイアード・ガントレット(F)
IDS_PROPITEM_TXT_000927	
IDS_PROPITEM_TXT_000928	レイアード・ブーツ(F)
IDS_PROPITEM_TXT_000929	
IDS_PROPITEM_TXT_000930	レイアード・ヘルメット(M)
IDS_PROPITEM_TXT_000931	
IDS_PROPITEM_TXT_000932	レイアード・スーツ(M)
IDS_PROPITEM_TXT_000933	
IDS_PROPITEM_TXT_000934	レイアード・ガントレット(M)
IDS_PROPITEM_TXT_000935	
IDS_PROPITEM_TXT_000936	レイアード・ブーツ(M)
IDS_PROPITEM_TXT_000937	
IDS_PROPITEM_TXT_000938	ターリーン・ヘルメット(F)
IDS_PROPITEM_TXT_000939	
IDS_PROPITEM_TXT_000940	ターリーン・スーツ(F)
IDS_PROPITEM_TXT_000941	
IDS_PROPITEM_TXT_000942	ターリーン・ガントレット(F)
IDS_PROPITEM_TXT_000943	
IDS_PROPITEM_TXT_000944	ターリーン・ブーツ(F)
IDS_PROPITEM_TXT_000945	
IDS_PROPITEM_TXT_000946	ターリーン・ヘルメット(M)
IDS_PROPITEM_TXT_000947	
IDS_PROPITEM_TXT_000948	ターリーン・スーツ(M)
IDS_PROPITEM_TXT_000949	
IDS_PROPITEM_TXT_000950	ターリーン・ガントレット(M)
IDS_PROPITEM_TXT_000951	
IDS_PROPITEM_TXT_000952	ターリーン・ブーツ(M)
IDS_PROPITEM_TXT_000953	
IDS_PROPITEM_TXT_000954	ソレイン・ヘルメット(F)
IDS_PROPITEM_TXT_000955	
IDS_PROPITEM_TXT_000956	ソレイン・スーツ(F)
IDS_PROPITEM_TXT_000957	
IDS_PROPITEM_TXT_000958	ソレイン・ガントレット(F)
IDS_PROPITEM_TXT_000959	
IDS_PROPITEM_TXT_000960	ソレイン・ブーツ(F)
IDS_PROPITEM_TXT_000961	
IDS_PROPITEM_TXT_000962	ソレイン・ヘルメット(M)
IDS_PROPITEM_TXT_000963	
IDS_PROPITEM_TXT_000964	ソレイン・スーツ(M)
IDS_PROPITEM_TXT_000965	
IDS_PROPITEM_TXT_000966	ソレイン・ガントレット(M)
IDS_PROPITEM_TXT_000967	
IDS_PROPITEM_TXT_000968	ソレイン・ブーツ(M)
IDS_PROPITEM_TXT_000969	
IDS_PROPITEM_TXT_000970	パングリル・ヘルメット(F)
IDS_PROPITEM_TXT_000971	
IDS_PROPITEM_TXT_000972	パングリル・スーツ(F)
IDS_PROPITEM_TXT_000973	
IDS_PROPITEM_TXT_000974	パングリル・ガントレット(F)
IDS_PROPITEM_TXT_000975	
IDS_PROPITEM_TXT_000976	パングリル・ブーツ(F)
IDS_PROPITEM_TXT_000977	
IDS_PROPITEM_TXT_000978	パングリル・ヘルメット(M)
IDS_PROPITEM_TXT_000979	
IDS_PROPITEM_TXT_000980	パングリル・スーツ(M)
IDS_PROPITEM_TXT_000981	
IDS_PROPITEM_TXT_000982	パングリル・ガントレット(M)
IDS_PROPITEM_TXT_000983	
IDS_PROPITEM_TXT_000984	パングリル・ブーツ(M)
IDS_PROPITEM_TXT_000985	
IDS_PROPITEM_TXT_000986	クルーザ・ヘルメット(F)
IDS_PROPITEM_TXT_000987	
IDS_PROPITEM_TXT_000988	クルーザ・スーツ(F)
IDS_PROPITEM_TXT_000989	
IDS_PROPITEM_TXT_000990	クルーザ・ガントレット(F)
IDS_PROPITEM_TXT_000991	
IDS_PROPITEM_TXT_000992	クルーザ・ブーツ(F)
IDS_PROPITEM_TXT_000993	
IDS_PROPITEM_TXT_000994	クルーザ・ヘルメット(M)
IDS_PROPITEM_TXT_000995	
IDS_PROPITEM_TXT_000996	クルーザ・スーツ(M)
IDS_PROPITEM_TXT_000997	
IDS_PROPITEM_TXT_000998	クルーザ・ガントレット(M)
IDS_PROPITEM_TXT_000999	
IDS_PROPITEM_TXT_001000	クルーザ・ブーツ(M)
IDS_PROPITEM_TXT_001001	
IDS_PROPITEM_TXT_001002	ウェイジー・ヘルメット(F)
IDS_PROPITEM_TXT_001003	
IDS_PROPITEM_TXT_001004	ウェイジー・スーツ(F)
IDS_PROPITEM_TXT_001005	
IDS_PROPITEM_TXT_001006	ウェイジー・ガントレット(F)
IDS_PROPITEM_TXT_001007	
IDS_PROPITEM_TXT_001008	ウェイジー・ブーツ(F)
IDS_PROPITEM_TXT_001009	
IDS_PROPITEM_TXT_001010	ウェイジー・ヘルメット(M)
IDS_PROPITEM_TXT_001011	
IDS_PROPITEM_TXT_001012	ウェイジー・スーツ(M)
IDS_PROPITEM_TXT_001013	
IDS_PROPITEM_TXT_001014	ウェイジー・ガントレット(M)
IDS_PROPITEM_TXT_001015	
IDS_PROPITEM_TXT_001016	ウェイジー・ブーツ(M)
IDS_PROPITEM_TXT_001017	
IDS_PROPITEM_TXT_001018	ミスティ・ヘルメット(F)
IDS_PROPITEM_TXT_001019	
IDS_PROPITEM_TXT_001020	ミスティ・スーツ(F)
IDS_PROPITEM_TXT_001021	
IDS_PROPITEM_TXT_001022	ミスティ・ガントレット(F)
IDS_PROPITEM_TXT_001023	
IDS_PROPITEM_TXT_001024	ミスティ・ブーツ(F)
IDS_PROPITEM_TXT_001025	
IDS_PROPITEM_TXT_001026	ミスティ・ヘルメット(M)
IDS_PROPITEM_TXT_001027	
IDS_PROPITEM_TXT_001028	ミスティ・スーツ(M)
IDS_PROPITEM_TXT_001029	
IDS_PROPITEM_TXT_001030	ミスティ・ガントレット(M)
IDS_PROPITEM_TXT_001031	
IDS_PROPITEM_TXT_001032	ミスティ・ブーツ(M)
IDS_PROPITEM_TXT_001033	
IDS_PROPITEM_TXT_001034	リコン・ヘルメット(M)
IDS_PROPITEM_TXT_001035	
IDS_PROPITEM_TXT_001036	リコン・スーツ(M)
IDS_PROPITEM_TXT_001037	
IDS_PROPITEM_TXT_001038	リコン・ガントレット(M)
IDS_PROPITEM_TXT_001039	
IDS_PROPITEM_TXT_001040	リコン・ブーツ(M)
IDS_PROPITEM_TXT_001041	
IDS_PROPITEM_TXT_001042	リコン・ヘルメット(F)
IDS_PROPITEM_TXT_001043	
IDS_PROPITEM_TXT_001044	リコン・スーツ(F)
IDS_PROPITEM_TXT_001045	
IDS_PROPITEM_TXT_001046	リコン・ガントレット(F)
IDS_PROPITEM_TXT_001047	
IDS_PROPITEM_TXT_001048	リコン・ブーツ(F)
IDS_PROPITEM_TXT_001049	
IDS_PROPITEM_TXT_001050	レブロン・ヘルメット(M)
IDS_PROPITEM_TXT_001051	
IDS_PROPITEM_TXT_001052	レブロン・スーツ(M)
IDS_PROPITEM_TXT_001053	
IDS_PROPITEM_TXT_001054	レブロン・ガントレット(M)
IDS_PROPITEM_TXT_001055	
IDS_PROPITEM_TXT_001056	レブロン・ブーツ(M)
IDS_PROPITEM_TXT_001057	
IDS_PROPITEM_TXT_001058	レブロン・ヘルメット(F)
IDS_PROPITEM_TXT_001059	
IDS_PROPITEM_TXT_001060	レブロン・スーツ(F)
IDS_PROPITEM_TXT_001061	
IDS_PROPITEM_TXT_001062	レブロン・ガントレット(F)
IDS_PROPITEM_TXT_001063	
IDS_PROPITEM_TXT_001064	レブロン・ブーツ(F)
IDS_PROPITEM_TXT_001065	
IDS_PROPITEM_TXT_001066	シュランド・ヘルメット(M)
IDS_PROPITEM_TXT_001067	
IDS_PROPITEM_TXT_001068	シュランド・スーツ(M)
IDS_PROPITEM_TXT_001069	
IDS_PROPITEM_TXT_001070	シュランド・ガントレット(M)
IDS_PROPITEM_TXT_001071	
IDS_PROPITEM_TXT_001072	シュランド・ブーツ(M)
IDS_PROPITEM_TXT_001073	
IDS_PROPITEM_TXT_001074	シュランド・ヘルメット(F)
IDS_PROPITEM_TXT_001075	
IDS_PROPITEM_TXT_001076	シュランド・スーツ(F)
IDS_PROPITEM_TXT_001077	
IDS_PROPITEM_TXT_001078	シュランド・ガントレット(F)
IDS_PROPITEM_TXT_001079	
IDS_PROPITEM_TXT_001080	シュランド・ブーツ(F)
IDS_PROPITEM_TXT_001081	
IDS_PROPITEM_TXT_001082	アレース・ヘルメット(M)
IDS_PROPITEM_TXT_001083	
IDS_PROPITEM_TXT_001084	アレース・スーツ(M)
IDS_PROPITEM_TXT_001085	
IDS_PROPITEM_TXT_001086	アレース・ガントレット(M)
IDS_PROPITEM_TXT_001087	
IDS_PROPITEM_TXT_001088	アレース・ブーツ(M)
IDS_PROPITEM_TXT_001089	
IDS_PROPITEM_TXT_001090	アレース・ヘルメット(F)
IDS_PROPITEM_TXT_001091	
IDS_PROPITEM_TXT_001092	アレース・スーツ(F)
IDS_PROPITEM_TXT_001093	
IDS_PROPITEM_TXT_001094	アレース・ガントレット(F)
IDS_PROPITEM_TXT_001095	
IDS_PROPITEM_TXT_001096	アレース・ブーツ(F)
IDS_PROPITEM_TXT_001097	
IDS_PROPITEM_TXT_001098	ワーフォン・ヘルメット(M)
IDS_PROPITEM_TXT_001099	
IDS_PROPITEM_TXT_001100	ワーフォン・スーツ(M)
IDS_PROPITEM_TXT_001101	
IDS_PROPITEM_TXT_001102	ワーフォン・ガントレット(M)
IDS_PROPITEM_TXT_001103	
IDS_PROPITEM_TXT_001104	ワーフォン・ブーツ(M)
IDS_PROPITEM_TXT_001105	
IDS_PROPITEM_TXT_001106	ワーフォン・ヘルメット(F)
IDS_PROPITEM_TXT_001107	
IDS_PROPITEM_TXT_001108	ワーフォン・スーツ(F)
IDS_PROPITEM_TXT_001109	
IDS_PROPITEM_TXT_001110	ワーフォン・ガントレット(F)
IDS_PROPITEM_TXT_001111	
IDS_PROPITEM_TXT_001112	ワーフォン・ブーツ(F)
IDS_PROPITEM_TXT_001113	
IDS_PROPITEM_TXT_001114	ウィズ・ヘルメット(M)
IDS_PROPITEM_TXT_001115	
IDS_PROPITEM_TXT_001116	ウィズ・スーツ(M)
IDS_PROPITEM_TXT_001117	
IDS_PROPITEM_TXT_001118	ウィズ・ガントレット(M)
IDS_PROPITEM_TXT_001119	
IDS_PROPITEM_TXT_001120	ウィズ・ブーツ(M)
IDS_PROPITEM_TXT_001121	
