IDS_PROPITEM_TXT_000000	一般
IDS_PROPITEM_TXT_000622	骨製溜刃
IDS_PROPITEM_TXT_000623	
IDS_PROPITEM_TXT_000624	強化骨製溜刃
IDS_PROPITEM_TXT_000625	
IDS_PROPITEM_TXT_000626	冥花溜刃
IDS_PROPITEM_TXT_000627	
IDS_PROPITEM_TXT_000628	強化冥花溜刃
IDS_PROPITEM_TXT_000629	
IDS_PROPITEM_TXT_000630	甲殼溜刃
IDS_PROPITEM_TXT_000631	
IDS_PROPITEM_TXT_000632	強化甲殼溜刃
IDS_PROPITEM_TXT_000633	
IDS_PROPITEM_TXT_000634	封印溜刃
IDS_PROPITEM_TXT_000635	
IDS_PROPITEM_TXT_000636	強化封印溜刃
IDS_PROPITEM_TXT_000637	
IDS_PROPITEM_TXT_000638	帕羅宣溜刃
IDS_PROPITEM_TXT_000639	
IDS_PROPITEM_TXT_000640	強化帕羅宣溜刃
IDS_PROPITEM_TXT_000641	
IDS_PROPITEM_TXT_000642	車輪溜刃
IDS_PROPITEM_TXT_000643	
IDS_PROPITEM_TXT_000644	強化車輪溜刃
IDS_PROPITEM_TXT_000645	
IDS_PROPITEM_TXT_000646	斧溜刃
IDS_PROPITEM_TXT_000647	
IDS_PROPITEM_TXT_000648	強化斧溜刃
IDS_PROPITEM_TXT_000649	
IDS_PROPITEM_TXT_000650	血眼溜刃
IDS_PROPITEM_TXT_000651	
IDS_PROPITEM_TXT_000652	強化血眼溜刃
IDS_PROPITEM_TXT_000653	
IDS_PROPITEM_TXT_000654	金龜溜刃
IDS_PROPITEM_TXT_000655	
IDS_PROPITEM_TXT_000656	強化金龜溜刃
IDS_PROPITEM_TXT_000657	
IDS_PROPITEM_TXT_000658	蜂刺溜刃
IDS_PROPITEM_TXT_000659	
IDS_PROPITEM_TXT_000660	強化蜂刺溜刃
IDS_PROPITEM_TXT_000661	
IDS_PROPITEM_TXT_000662	炫風溜刃
IDS_PROPITEM_TXT_000663	
IDS_PROPITEM_TXT_000664	強化炫風溜刃
IDS_PROPITEM_TXT_000665	
IDS_PROPITEM_TXT_000666	鳳凰溜刃
IDS_PROPITEM_TXT_000667	
IDS_PROPITEM_TXT_000668	強化鳳凰溜刃
IDS_PROPITEM_TXT_000669	
IDS_PROPITEM_TXT_000670	赤風溜刃
IDS_PROPITEM_TXT_000671	
IDS_PROPITEM_TXT_000672	強化赤風溜刃
IDS_PROPITEM_TXT_000673	
IDS_PROPITEM_TXT_000674	聖皇溜刃
IDS_PROPITEM_TXT_000675	
IDS_PROPITEM_TXT_000676	強化聖皇溜刃
IDS_PROPITEM_TXT_000677	
IDS_PROPITEM_TXT_000678	亞拉特溜刃
IDS_PROPITEM_TXT_000679	
IDS_PROPITEM_TXT_000680	強化亞拉特溜刃
IDS_PROPITEM_TXT_000681	
IDS_PROPITEM_TXT_000682	拉佩斯溜刃
IDS_PROPITEM_TXT_000683	
IDS_PROPITEM_TXT_000684	強化拉佩斯溜刃
IDS_PROPITEM_TXT_000685	
IDS_PROPITEM_TXT_000686	伊克魯溜刃
IDS_PROPITEM_TXT_000687	
IDS_PROPITEM_TXT_000688	強化伊克魯溜刃
IDS_PROPITEM_TXT_000689	
IDS_PROPITEM_TXT_000690	赤紅之風
IDS_PROPITEM_TXT_000691	
IDS_PROPITEM_TXT_000692	強化赤紅之風
IDS_PROPITEM_TXT_000693	
IDS_PROPITEM_TXT_000694	木弓
IDS_PROPITEM_TXT_000695	
IDS_PROPITEM_TXT_000696	強化木弓
IDS_PROPITEM_TXT_000697	
IDS_PROPITEM_TXT_000698	翠綠短弓
IDS_PROPITEM_TXT_000699	
IDS_PROPITEM_TXT_000700	翡翠短弓
IDS_PROPITEM_TXT_000701	
IDS_PROPITEM_TXT_000702	莖莿弓
IDS_PROPITEM_TXT_000703	
IDS_PROPITEM_TXT_000704	強化莖莿弓
IDS_PROPITEM_TXT_000705	
IDS_PROPITEM_TXT_000706	典雅長弓
IDS_PROPITEM_TXT_000707	
IDS_PROPITEM_TXT_000708	精緻長弓
IDS_PROPITEM_TXT_000709	
IDS_PROPITEM_TXT_000710	染血長弓
IDS_PROPITEM_TXT_000711	
IDS_PROPITEM_TXT_000712	血紅之翅
IDS_PROPITEM_TXT_000713	
IDS_PROPITEM_TXT_000714	水晶弓
IDS_PROPITEM_TXT_000715	
IDS_PROPITEM_TXT_000716	強化水晶弓
IDS_PROPITEM_TXT_000717	
IDS_PROPITEM_TXT_000718	鐵弓
IDS_PROPITEM_TXT_000719	
IDS_PROPITEM_TXT_000720	強化鐵弓
IDS_PROPITEM_TXT_000721	
IDS_PROPITEM_TXT_000722	雷歐德長弓
IDS_PROPITEM_TXT_000723	
IDS_PROPITEM_TXT_000724	強化雷歐德長弓
IDS_PROPITEM_TXT_000725	
IDS_PROPITEM_TXT_000726	克魯左弓
IDS_PROPITEM_TXT_000727	
IDS_PROPITEM_TXT_000728	強化克魯左弓
IDS_PROPITEM_TXT_000729	
IDS_PROPITEM_TXT_000730	史哲長弓
IDS_PROPITEM_TXT_000731	
IDS_PROPITEM_TXT_000732	強化史哲長弓
IDS_PROPITEM_TXT_000733	
IDS_PROPITEM_TXT_000734	幾何長弓
IDS_PROPITEM_TXT_000735	
IDS_PROPITEM_TXT_000736	強化幾何長弓
IDS_PROPITEM_TXT_000737	
IDS_PROPITEM_TXT_000738	薩迪短弓
IDS_PROPITEM_TXT_000739	
IDS_PROPITEM_TXT_000740	強化薩迪短弓
IDS_PROPITEM_TXT_000741	
IDS_PROPITEM_TXT_000742	獸爪長弓
IDS_PROPITEM_TXT_000743	
IDS_PROPITEM_TXT_000744	強化獸爪長弓
IDS_PROPITEM_TXT_000745	
IDS_PROPITEM_TXT_000746	黑角弓
IDS_PROPITEM_TXT_000747	
IDS_PROPITEM_TXT_000748	惡魔角弓
IDS_PROPITEM_TXT_000749	
IDS_PROPITEM_TXT_000750	席德拉長弓
IDS_PROPITEM_TXT_000751	
IDS_PROPITEM_TXT_000752	強化席德拉長弓
IDS_PROPITEM_TXT_000753	
IDS_PROPITEM_TXT_000754	神聖長弓
IDS_PROPITEM_TXT_000755	
IDS_PROPITEM_TXT_000756	聖者之翅
IDS_PROPITEM_TXT_000757	
IDS_PROPITEM_TXT_000758	錫弓
IDS_PROPITEM_TXT_000759	
IDS_PROPITEM_TXT_000760	強化錫弓
IDS_PROPITEM_TXT_000761	
IDS_PROPITEM_TXT_000762	薩伊佩長弓
IDS_PROPITEM_TXT_000763	
IDS_PROPITEM_TXT_000764	強化薩伊佩長弓
IDS_PROPITEM_TXT_000765	
IDS_PROPITEM_TXT_000766	聖甲長弓
IDS_PROPITEM_TXT_000767	
IDS_PROPITEM_TXT_000768	強化聖甲長弓
IDS_PROPITEM_TXT_000769	
IDS_PROPITEM_TXT_000770	鳳凰長弓
IDS_PROPITEM_TXT_000771	
IDS_PROPITEM_TXT_000772	鳳凰之翅
IDS_PROPITEM_TXT_000773	
IDS_PROPITEM_TXT_000774	突刺弓
IDS_PROPITEM_TXT_000775	
IDS_PROPITEM_TXT_000776	強化突刺弓
IDS_PROPITEM_TXT_000777	
IDS_PROPITEM_TXT_000778	聖威長弓
IDS_PROPITEM_TXT_000779	
IDS_PROPITEM_TXT_000780	女神之翅
IDS_PROPITEM_TXT_000781	
IDS_PROPITEM_TXT_000782	派克帽
IDS_PROPITEM_TXT_000783	
IDS_PROPITEM_TXT_000784	雪絲帽
IDS_PROPITEM_TXT_000785	
IDS_PROPITEM_TXT_000786	艾諾帽
IDS_PROPITEM_TXT_000787	
IDS_PROPITEM_TXT_000788	玫瑰帽
IDS_PROPITEM_TXT_000789	
IDS_PROPITEM_TXT_000790	波特衣
IDS_PROPITEM_TXT_000791	
IDS_PROPITEM_TXT_000792	克麗姆衣
IDS_PROPITEM_TXT_000793	
IDS_PROPITEM_TXT_000794	派克衣
IDS_PROPITEM_TXT_000795	
IDS_PROPITEM_TXT_000796	雪絲衣
IDS_PROPITEM_TXT_000797	
IDS_PROPITEM_TXT_000798	艾諾衣
IDS_PROPITEM_TXT_000799	
IDS_PROPITEM_TXT_000800	玫瑰衣
IDS_PROPITEM_TXT_000801	
IDS_PROPITEM_TXT_000802	波特手套
IDS_PROPITEM_TXT_000803	
IDS_PROPITEM_TXT_000804	派克手套
IDS_PROPITEM_TXT_000805	
IDS_PROPITEM_TXT_000806	艾諾手套
IDS_PROPITEM_TXT_000807	
IDS_PROPITEM_TXT_000808	克麗姆手套
IDS_PROPITEM_TXT_000809	
IDS_PROPITEM_TXT_000810	雪絲手套
IDS_PROPITEM_TXT_000811	
IDS_PROPITEM_TXT_000812	玫瑰手套
IDS_PROPITEM_TXT_000813	
IDS_PROPITEM_TXT_000814	波特靴
IDS_PROPITEM_TXT_000815	
IDS_PROPITEM_TXT_000816	克麗姆靴
IDS_PROPITEM_TXT_000817	
IDS_PROPITEM_TXT_000818	派克靴
IDS_PROPITEM_TXT_000819	
IDS_PROPITEM_TXT_000820	雪絲靴
IDS_PROPITEM_TXT_000821	
IDS_PROPITEM_TXT_000822	艾諾靴
IDS_PROPITEM_TXT_000823	
IDS_PROPITEM_TXT_000824	玫瑰靴
IDS_PROPITEM_TXT_000825	
IDS_PROPITEM_TXT_000826	黎夫帽子
IDS_PROPITEM_TXT_000827	
IDS_PROPITEM_TXT_000828	黎夫衣服
IDS_PROPITEM_TXT_000829	
IDS_PROPITEM_TXT_000830	黎夫手套
IDS_PROPITEM_TXT_000831	
IDS_PROPITEM_TXT_000832	黎夫靴子
IDS_PROPITEM_TXT_000833	
IDS_PROPITEM_TXT_000834	柏滅帽子
IDS_PROPITEM_TXT_000835	
IDS_PROPITEM_TXT_000836	柏滅衣服
IDS_PROPITEM_TXT_000837	
IDS_PROPITEM_TXT_000838	柏滅手套
IDS_PROPITEM_TXT_000839	
IDS_PROPITEM_TXT_000840	柏滅靴子
IDS_PROPITEM_TXT_000841	
IDS_PROPITEM_TXT_000842	幅羅帽子
IDS_PROPITEM_TXT_000843	
IDS_PROPITEM_TXT_000844	幅羅衣服
IDS_PROPITEM_TXT_000845	
IDS_PROPITEM_TXT_000846	幅羅手套
IDS_PROPITEM_TXT_000847	
IDS_PROPITEM_TXT_000848	幅羅靴子
IDS_PROPITEM_TXT_000849	
IDS_PROPITEM_TXT_000850	裴托帽子
IDS_PROPITEM_TXT_000851	
IDS_PROPITEM_TXT_000852	裴托衣服
IDS_PROPITEM_TXT_000853	
IDS_PROPITEM_TXT_000854	裴托手套
IDS_PROPITEM_TXT_000855	
IDS_PROPITEM_TXT_000856	裴托靴子
IDS_PROPITEM_TXT_000857	
IDS_PROPITEM_TXT_000858	斯丁帽子
IDS_PROPITEM_TXT_000859	
IDS_PROPITEM_TXT_000860	斯丁衣服
IDS_PROPITEM_TXT_000861	
IDS_PROPITEM_TXT_000862	斯丁手套
IDS_PROPITEM_TXT_000863	
IDS_PROPITEM_TXT_000864	斯丁靴子
IDS_PROPITEM_TXT_000865	
IDS_PROPITEM_TXT_000866	喜來帽子
IDS_PROPITEM_TXT_000867	
IDS_PROPITEM_TXT_000868	喜來衣服
IDS_PROPITEM_TXT_000869	
IDS_PROPITEM_TXT_000870	喜來手套
IDS_PROPITEM_TXT_000871	
IDS_PROPITEM_TXT_000872	喜來靴子
IDS_PROPITEM_TXT_000873	
IDS_PROPITEM_TXT_000874	盔羅斯帽子
IDS_PROPITEM_TXT_000875	
IDS_PROPITEM_TXT_000876	盔羅斯衣服
IDS_PROPITEM_TXT_000877	
IDS_PROPITEM_TXT_000878	盔羅斯手套
IDS_PROPITEM_TXT_000879	
IDS_PROPITEM_TXT_000880	盔羅斯靴子
IDS_PROPITEM_TXT_000881	
IDS_PROPITEM_TXT_000882	沙丁帽子
IDS_PROPITEM_TXT_000883	
IDS_PROPITEM_TXT_000884	沙丁衣服
IDS_PROPITEM_TXT_000885	
IDS_PROPITEM_TXT_000886	沙丁手套
IDS_PROPITEM_TXT_000887	
IDS_PROPITEM_TXT_000888	沙丁靴子
IDS_PROPITEM_TXT_000889	
IDS_PROPITEM_TXT_000890	尼枝帽子
IDS_PROPITEM_TXT_000891	
IDS_PROPITEM_TXT_000892	尼枝衣服
IDS_PROPITEM_TXT_000893	
IDS_PROPITEM_TXT_000894	尼枝手套
IDS_PROPITEM_TXT_000895	
IDS_PROPITEM_TXT_000896	尼枝靴子
IDS_PROPITEM_TXT_000897	
IDS_PROPITEM_TXT_000898	矽爾帽子
IDS_PROPITEM_TXT_000899	
IDS_PROPITEM_TXT_000900	矽爾衣服
IDS_PROPITEM_TXT_000901	
IDS_PROPITEM_TXT_000902	矽爾手套
IDS_PROPITEM_TXT_000903	
IDS_PROPITEM_TXT_000904	矽爾靴子
IDS_PROPITEM_TXT_000905	
IDS_PROPITEM_TXT_000906	希洛斯帽子
IDS_PROPITEM_TXT_000907	
IDS_PROPITEM_TXT_000908	希洛斯衣服
IDS_PROPITEM_TXT_000909	
IDS_PROPITEM_TXT_000910	希洛斯手套
IDS_PROPITEM_TXT_000911	
IDS_PROPITEM_TXT_000912	希洛斯靴子
IDS_PROPITEM_TXT_000913	
IDS_PROPITEM_TXT_000914	卡梅特帽子
IDS_PROPITEM_TXT_000915	
IDS_PROPITEM_TXT_000916	卡梅特衣服
IDS_PROPITEM_TXT_000917	
IDS_PROPITEM_TXT_000918	卡梅特手套
IDS_PROPITEM_TXT_000919	
IDS_PROPITEM_TXT_000920	卡梅特靴子
IDS_PROPITEM_TXT_000921	
IDS_PROPITEM_TXT_000922	濔剌茲帽子
IDS_PROPITEM_TXT_000923	
IDS_PROPITEM_TXT_000924	濔剌茲衣服
IDS_PROPITEM_TXT_000925	
IDS_PROPITEM_TXT_000926	濔剌茲手套
IDS_PROPITEM_TXT_000927	
IDS_PROPITEM_TXT_000928	濔剌茲靴子
IDS_PROPITEM_TXT_000929	
IDS_PROPITEM_TXT_000930	雷亞德帽子
IDS_PROPITEM_TXT_000931	
IDS_PROPITEM_TXT_000932	雷亞德衣服
IDS_PROPITEM_TXT_000933	
IDS_PROPITEM_TXT_000934	雷亞德手套
IDS_PROPITEM_TXT_000935	
IDS_PROPITEM_TXT_000936	雷亞德靴子
IDS_PROPITEM_TXT_000937	
IDS_PROPITEM_TXT_000938	塞利郎帽子
IDS_PROPITEM_TXT_000939	
IDS_PROPITEM_TXT_000940	塞利郎衣服
IDS_PROPITEM_TXT_000941	
IDS_PROPITEM_TXT_000942	塞利郎手套
IDS_PROPITEM_TXT_000943	
IDS_PROPITEM_TXT_000944	塞利郎靴子
IDS_PROPITEM_TXT_000945	
IDS_PROPITEM_TXT_000946	托麟帽子
IDS_PROPITEM_TXT_000947	
IDS_PROPITEM_TXT_000948	托麟衣服
IDS_PROPITEM_TXT_000949	
IDS_PROPITEM_TXT_000950	托麟手套
IDS_PROPITEM_TXT_000951	
IDS_PROPITEM_TXT_000952	托麟靴子
IDS_PROPITEM_TXT_000953	
IDS_PROPITEM_TXT_000954	美樂帽子
IDS_PROPITEM_TXT_000955	
IDS_PROPITEM_TXT_000956	美樂衣服
IDS_PROPITEM_TXT_000957	
IDS_PROPITEM_TXT_000958	美樂手套
IDS_PROPITEM_TXT_000959	
IDS_PROPITEM_TXT_000960	美樂靴子
IDS_PROPITEM_TXT_000961	
IDS_PROPITEM_TXT_000962	肅雷茵帽子
IDS_PROPITEM_TXT_000963	
IDS_PROPITEM_TXT_000964	肅雷茵衣服
IDS_PROPITEM_TXT_000965	
IDS_PROPITEM_TXT_000966	肅雷茵手套
IDS_PROPITEM_TXT_000967	
IDS_PROPITEM_TXT_000968	肅雷茵靴子
IDS_PROPITEM_TXT_000969	
IDS_PROPITEM_TXT_000970	祏焍馳帽子
IDS_PROPITEM_TXT_000971	
IDS_PROPITEM_TXT_000972	祏焍馳衣服
IDS_PROPITEM_TXT_000973	
IDS_PROPITEM_TXT_000974	祏焍馳手套
IDS_PROPITEM_TXT_000975	
IDS_PROPITEM_TXT_000976	祏焍馳靴子
IDS_PROPITEM_TXT_000977	
IDS_PROPITEM_TXT_000978	怦格黎帽子
IDS_PROPITEM_TXT_000979	
IDS_PROPITEM_TXT_000980	怦格黎衣服
IDS_PROPITEM_TXT_000981	
IDS_PROPITEM_TXT_000982	怦格黎手套
IDS_PROPITEM_TXT_000983	
IDS_PROPITEM_TXT_000984	怦格黎靴子
IDS_PROPITEM_TXT_000985	
IDS_PROPITEM_TXT_000986	夏依普帽子
IDS_PROPITEM_TXT_000987	
IDS_PROPITEM_TXT_000988	夏依普衣服
IDS_PROPITEM_TXT_000989	
IDS_PROPITEM_TXT_000990	夏依普手套
IDS_PROPITEM_TXT_000991	
IDS_PROPITEM_TXT_000992	夏依普靴子
IDS_PROPITEM_TXT_000993	
IDS_PROPITEM_TXT_000994	喀爐斯帽子
IDS_PROPITEM_TXT_000995	
IDS_PROPITEM_TXT_000996	喀爐斯衣服
IDS_PROPITEM_TXT_000997	
IDS_PROPITEM_TXT_000998	喀爐斯手套
IDS_PROPITEM_TXT_000999	
IDS_PROPITEM_TXT_001000	喀爐斯靴子
IDS_PROPITEM_TXT_001001	
IDS_PROPITEM_TXT_001002	布洛梨帽子
IDS_PROPITEM_TXT_001003	
IDS_PROPITEM_TXT_001004	布洛梨衣服
IDS_PROPITEM_TXT_001005	
IDS_PROPITEM_TXT_001006	布洛梨手套
IDS_PROPITEM_TXT_001007	
IDS_PROPITEM_TXT_001008	布洛梨靴子
IDS_PROPITEM_TXT_001009	
IDS_PROPITEM_TXT_001010	維基帽子
IDS_PROPITEM_TXT_001011	
IDS_PROPITEM_TXT_001012	維基衣服
IDS_PROPITEM_TXT_001013	
IDS_PROPITEM_TXT_001014	維基手套
IDS_PROPITEM_TXT_001015	
IDS_PROPITEM_TXT_001016	維基靴子
IDS_PROPITEM_TXT_001017	
IDS_PROPITEM_TXT_001018	謎西綈帽子
IDS_PROPITEM_TXT_001019	
IDS_PROPITEM_TXT_001020	謎西綈衣服
IDS_PROPITEM_TXT_001021	
IDS_PROPITEM_TXT_001022	謎西綈手套
IDS_PROPITEM_TXT_001023	
IDS_PROPITEM_TXT_001024	謎西綈靴子
IDS_PROPITEM_TXT_001025	
IDS_PROPITEM_TXT_001026	泰捌帽子
IDS_PROPITEM_TXT_001027	
IDS_PROPITEM_TXT_001028	泰捌衣服
IDS_PROPITEM_TXT_001029	
IDS_PROPITEM_TXT_001030	泰捌手套
IDS_PROPITEM_TXT_001031	
IDS_PROPITEM_TXT_001032	泰捌靴子
IDS_PROPITEM_TXT_001033	
IDS_PROPITEM_TXT_001034	黎坤帽子
IDS_PROPITEM_TXT_001035	
IDS_PROPITEM_TXT_001036	黎坤衣
IDS_PROPITEM_TXT_001037	
IDS_PROPITEM_TXT_001038	黎坤手套
IDS_PROPITEM_TXT_001039	
IDS_PROPITEM_TXT_001040	黎坤靴子
IDS_PROPITEM_TXT_001041	
IDS_PROPITEM_TXT_001042	黎斯坤帽子
IDS_PROPITEM_TXT_001043	
IDS_PROPITEM_TXT_001044	黎斯坤衣
IDS_PROPITEM_TXT_001045	
IDS_PROPITEM_TXT_001046	黎斯坤手套
IDS_PROPITEM_TXT_001047	
IDS_PROPITEM_TXT_001048	黎斯坤靴子
IDS_PROPITEM_TXT_001049	
IDS_PROPITEM_TXT_001050	賴玻崙帽子
IDS_PROPITEM_TXT_001051	
IDS_PROPITEM_TXT_001052	賴玻崙衣
IDS_PROPITEM_TXT_001053	
IDS_PROPITEM_TXT_001054	賴玻崙手套
IDS_PROPITEM_TXT_001055	
IDS_PROPITEM_TXT_001056	賴玻崙靴子
IDS_PROPITEM_TXT_001057	
IDS_PROPITEM_TXT_001058	賴斯特崙帽子
IDS_PROPITEM_TXT_001059	
IDS_PROPITEM_TXT_001060	賴斯特崙衣
IDS_PROPITEM_TXT_001061	
IDS_PROPITEM_TXT_001062	賴斯特崙手套
IDS_PROPITEM_TXT_001063	
IDS_PROPITEM_TXT_001064	賴斯特崙靴子
IDS_PROPITEM_TXT_001065	
IDS_PROPITEM_TXT_001066	秀蘭特帽子
IDS_PROPITEM_TXT_001067	
IDS_PROPITEM_TXT_001068	秀蘭特衣
IDS_PROPITEM_TXT_001069	
IDS_PROPITEM_TXT_001070	秀蘭特手套
IDS_PROPITEM_TXT_001071	
IDS_PROPITEM_TXT_001072	秀蘭特靴子
IDS_PROPITEM_TXT_001073	
IDS_PROPITEM_TXT_001074	秀蘭帽子
IDS_PROPITEM_TXT_001075	
IDS_PROPITEM_TXT_001076	秀蘭衣
IDS_PROPITEM_TXT_001077	
IDS_PROPITEM_TXT_001078	秀蘭手套
IDS_PROPITEM_TXT_001079	
IDS_PROPITEM_TXT_001080	秀蘭靴子
IDS_PROPITEM_TXT_001081	
IDS_PROPITEM_TXT_001082	雅伊斯帽子
IDS_PROPITEM_TXT_001083	
IDS_PROPITEM_TXT_001084	雅伊斯衣
IDS_PROPITEM_TXT_001085	
IDS_PROPITEM_TXT_001086	雅伊斯手套
IDS_PROPITEM_TXT_001087	
IDS_PROPITEM_TXT_001088	雅伊斯靴子
IDS_PROPITEM_TXT_001089	
IDS_PROPITEM_TXT_001090	雅雷絲帽子
IDS_PROPITEM_TXT_001091	
IDS_PROPITEM_TXT_001092	雅雷絲衣
IDS_PROPITEM_TXT_001093	
IDS_PROPITEM_TXT_001094	雅雷絲手套
IDS_PROPITEM_TXT_001095	
IDS_PROPITEM_TXT_001096	雅雷絲靴子
IDS_PROPITEM_TXT_001097	
IDS_PROPITEM_TXT_001098	微紛帽子
IDS_PROPITEM_TXT_001099	
IDS_PROPITEM_TXT_001100	微紛衣
IDS_PROPITEM_TXT_001101	
IDS_PROPITEM_TXT_001102	微紛手套
IDS_PROPITEM_TXT_001103	
IDS_PROPITEM_TXT_001104	微紛靴子
IDS_PROPITEM_TXT_001105	
IDS_PROPITEM_TXT_001106	微斯紛帽子
IDS_PROPITEM_TXT_001107	
IDS_PROPITEM_TXT_001108	微斯紛衣
IDS_PROPITEM_TXT_001109	
IDS_PROPITEM_TXT_001110	微斯紛手套
IDS_PROPITEM_TXT_001111	
IDS_PROPITEM_TXT_001112	微斯紛靴子
IDS_PROPITEM_TXT_001113	
IDS_PROPITEM_TXT_001114	維慈帽子
IDS_PROPITEM_TXT_001115	
IDS_PROPITEM_TXT_001116	維慈衣
IDS_PROPITEM_TXT_001117	
IDS_PROPITEM_TXT_001118	維慈手套
IDS_PROPITEM_TXT_001119	
IDS_PROPITEM_TXT_001120	維慈靴子
IDS_PROPITEM_TXT_001121	
IDS_PROPITEM_TXT_001122	維慈安帽子
IDS_PROPITEM_TXT_001123	
IDS_PROPITEM_TXT_001124	維慈安衣
IDS_PROPITEM_TXT_001125	
IDS_PROPITEM_TXT_001126	維慈安手套
IDS_PROPITEM_TXT_001127	
IDS_PROPITEM_TXT_001128	維慈安靴子
IDS_PROPITEM_TXT_001129	
IDS_PROPITEM_TXT_001130	艾特羅帽子
IDS_PROPITEM_TXT_001131	
IDS_PROPITEM_TXT_001132	艾特羅衣
IDS_PROPITEM_TXT_001133	
IDS_PROPITEM_TXT_001134	艾特羅手套
IDS_PROPITEM_TXT_001135	
IDS_PROPITEM_TXT_001136	艾特羅靴子
IDS_PROPITEM_TXT_001137	
IDS_PROPITEM_TXT_001138	艾斯特龍帽子
IDS_PROPITEM_TXT_001139	
IDS_PROPITEM_TXT_001140	艾斯特龍衣
IDS_PROPITEM_TXT_001141	
IDS_PROPITEM_TXT_001142	艾斯特龍手套
IDS_PROPITEM_TXT_001143	
IDS_PROPITEM_TXT_001144	艾斯特龍靴子
IDS_PROPITEM_TXT_001145	
IDS_PROPITEM_TXT_001146	艾尼亞帽子
IDS_PROPITEM_TXT_001147	
IDS_PROPITEM_TXT_001148	艾尼亞衣
IDS_PROPITEM_TXT_001149	
IDS_PROPITEM_TXT_001150	艾尼亞手套
IDS_PROPITEM_TXT_001151	
IDS_PROPITEM_TXT_001152	艾尼亞靴子
IDS_PROPITEM_TXT_001153	
IDS_PROPITEM_TXT_001154	菈坎帽子
IDS_PROPITEM_TXT_001155	
IDS_PROPITEM_TXT_001156	菈坎衣
IDS_PROPITEM_TXT_001157	
IDS_PROPITEM_TXT_001158	菈坎手套
IDS_PROPITEM_TXT_001159	
IDS_PROPITEM_TXT_001160	菈坎靴子
IDS_PROPITEM_TXT_001161	
IDS_PROPITEM_TXT_001162	德里斯特帽子
IDS_PROPITEM_TXT_001163	
IDS_PROPITEM_TXT_001164	德里斯特衣
IDS_PROPITEM_TXT_001165	
IDS_PROPITEM_TXT_001166	德里斯特手套
IDS_PROPITEM_TXT_001167	
IDS_PROPITEM_TXT_001168	德里斯特靴子
IDS_PROPITEM_TXT_001169	
IDS_PROPITEM_TXT_001170	德斯特帽子
IDS_PROPITEM_TXT_001171	
IDS_PROPITEM_TXT_001172	德斯特衣
IDS_PROPITEM_TXT_001173	
IDS_PROPITEM_TXT_001174	德斯特手套
IDS_PROPITEM_TXT_001175	
IDS_PROPITEM_TXT_001176	德斯特靴子
IDS_PROPITEM_TXT_001177	
IDS_PROPITEM_TXT_001178	核內斯帽子
IDS_PROPITEM_TXT_001179	
IDS_PROPITEM_TXT_001180	核內斯衣
IDS_PROPITEM_TXT_001181	
IDS_PROPITEM_TXT_001182	核內斯手套
IDS_PROPITEM_TXT_001183	
IDS_PROPITEM_TXT_001184	核內斯靴子
IDS_PROPITEM_TXT_001185	
IDS_PROPITEM_TXT_001186	核凱內斯帽子
IDS_PROPITEM_TXT_001187	
IDS_PROPITEM_TXT_001188	核凱內斯衣
IDS_PROPITEM_TXT_001189	
IDS_PROPITEM_TXT_001190	核凱內斯手套
IDS_PROPITEM_TXT_001191	
IDS_PROPITEM_TXT_001192	核凱內斯靴子
IDS_PROPITEM_TXT_001193	
IDS_PROPITEM_TXT_001194	凱特利亞帽子
IDS_PROPITEM_TXT_001195	
IDS_PROPITEM_TXT_001196	凱特利亞衣
IDS_PROPITEM_TXT_001197	
IDS_PROPITEM_TXT_001198	凱特利亞手套
IDS_PROPITEM_TXT_001199	
IDS_PROPITEM_TXT_001200	凱特利亞靴子
IDS_PROPITEM_TXT_001201	
IDS_PROPITEM_TXT_001202	凱那琳帽子
IDS_PROPITEM_TXT_001203	
IDS_PROPITEM_TXT_001204	凱那琳衣
IDS_PROPITEM_TXT_001205	
IDS_PROPITEM_TXT_001206	凱那琳手套
IDS_PROPITEM_TXT_001207	
IDS_PROPITEM_TXT_001208	凱那琳靴子
IDS_PROPITEM_TXT_001209	
IDS_PROPITEM_TXT_001210	麗斯特羅帽子
IDS_PROPITEM_TXT_001211	
IDS_PROPITEM_TXT_001212	麗斯特羅衣
IDS_PROPITEM_TXT_001213	
IDS_PROPITEM_TXT_001214	麗斯特羅手套
IDS_PROPITEM_TXT_001215	
IDS_PROPITEM_TXT_001216	麗斯特羅靴子
IDS_PROPITEM_TXT_001217	
IDS_PROPITEM_TXT_001218	蘿絲蘿帽子
IDS_PROPITEM_TXT_001219	
IDS_PROPITEM_TXT_001220	蘿絲蘿衣
IDS_PROPITEM_TXT_001221	
IDS_PROPITEM_TXT_001222	蘿絲蘿手套
IDS_PROPITEM_TXT_001223	
IDS_PROPITEM_TXT_001224	蘿絲蘿靴子
IDS_PROPITEM_TXT_001225	
IDS_PROPITEM_TXT_001226	耐利絲帽子
IDS_PROPITEM_TXT_001227	
IDS_PROPITEM_TXT_001228	耐利絲衣
IDS_PROPITEM_TXT_001229	
IDS_PROPITEM_TXT_001230	耐利絲手套
IDS_PROPITEM_TXT_001231	
IDS_PROPITEM_TXT_001232	耐利絲靴子
IDS_PROPITEM_TXT_001233	
IDS_PROPITEM_TXT_001234	耐利宣帽子
IDS_PROPITEM_TXT_001235	
IDS_PROPITEM_TXT_001236	耐利宣衣
